ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16287,67,148,0
1,1,365,16219,73,141,0
2,2,730,16151,78,146,0
3,3,1095,16113,97,135,0
4,4,1460,16055,85,143,0
5,5,1825,15994,91,152,0
6,6,2190,15953,90,131,0
7,7,2555,15898,93,148,0
8,8,2920,15852,91,137,0
9,9,3285,15813,96,135,0
10,10,3650,15755,97,155,0
11,11,4015,15685,118,188,0
12,12,4380,15639,112,158,0
13,13,4745,15610,133,162,0
14,14,5110,15557,149,202,0
15,15,5475,15518,124,163,0
16,16,5840,15506,160,172,0
17,17,6205,15475,130,161,0
18,18,6570,15441,142,176,0
19,19,6935,15377,137,201,0
20,20,7300,15331,147,193,0
