ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16288,69,149,0
1,1,365,16247,82,123,0
2,2,730,16158,72,161,0
3,3,1095,16097,79,140,0
4,4,1460,16032,89,154,0
5,5,1825,15962,84,154,0
6,6,2190,15891,80,151,0
7,7,2555,15836,92,147,0
8,8,2920,15803,110,143,0
9,9,3285,15731,92,164,0
10,10,3650,15660,88,159,0
11,11,4015,15604,116,172,0
12,12,4380,15590,126,140,0
13,13,4745,15541,108,157,0
14,14,5110,15500,122,163,0
15,15,5475,15436,112,176,0
16,16,5840,15348,99,187,0
17,17,6205,15305,137,180,0
18,18,6570,15297,158,166,0
19,19,6935,15235,130,192,0
20,20,7300,15194,129,170,0
