ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16222,72,149,0
2,2,730,16165,74,131,0
3,3,1095,16098,83,150,0
4,4,1460,16015,82,165,0
5,5,1825,15963,88,140,0
6,6,2190,15926,102,139,0
7,7,2555,15855,84,155,0
8,8,2920,15813,104,146,0
9,9,3285,15741,85,157,0
10,10,3650,15698,120,163,0
11,11,4015,15651,112,159,0
12,12,4380,15592,101,160,0
13,13,4745,15553,113,152,0
14,14,5110,15493,122,182,0
15,15,5475,15445,116,164,0
16,16,5840,15401,132,176,0
17,17,6205,15345,134,190,0
18,18,6570,15267,110,188,0
19,19,6935,15205,129,191,0
20,20,7300,15158,125,172,0
