ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16244,36,159,0
1,1,365,16159,58,143,0
2,2,730,16083,74,150,0
3,3,1095,15991,54,146,0
4,4,1460,15919,76,148,0
5,5,1825,15840,99,178,0
6,6,2190,15781,90,149,0
7,7,2555,15728,85,138,0
8,8,2920,15675,111,164,0
9,9,3285,15601,96,170,0
10,10,3650,15558,115,158,0
11,11,4015,15543,120,135,0
12,12,4380,15512,112,143,0
13,13,4745,15459,112,165,0
14,14,5110,15418,119,160,0
15,15,5475,15372,132,178,0
16,16,5840,15319,119,172,0
17,17,6205,15285,148,182,0
18,18,6570,15245,115,155,0
19,19,6935,15193,134,186,0
20,20,7300,15140,140,193,0
