ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16278,64,153,0
1,1,365,16186,64,156,0
2,2,730,16133,76,129,0
3,3,1095,16061,80,152,0
4,4,1460,15994,80,147,0
5,5,1825,15914,77,157,0
6,6,2190,15865,93,142,0
7,7,2555,15815,99,149,0
8,8,2920,15776,99,138,0
9,9,3285,15716,105,165,0
10,10,3650,15633,106,189,0
11,11,4015,15584,117,166,0
12,12,4380,15527,109,166,0
13,13,4745,15472,114,169,0
14,14,5110,15445,130,157,0
15,15,5475,15375,103,173,0
16,16,5840,15304,136,207,0
17,17,6205,15265,134,173,0
18,18,6570,15192,136,209,0
19,19,6935,15132,118,178,0
20,20,7300,15077,133,188,0
