ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16258,35,145,0
1,1,365,16155,26,129,0
2,2,730,16004,15,166,0
3,3,1095,15874,19,149,0
4,4,1460,15760,26,140,0
5,5,1825,15633,16,143,0
6,6,2190,15514,19,138,0
7,7,2555,15393,24,145,0
8,8,2920,15252,18,159,0
9,9,3285,15118,22,156,0
10,10,3650,14996,25,147,0
11,11,4015,14835,18,179,0
12,12,4380,14703,18,150,0
13,13,4745,14565,23,161,0
14,14,5110,14411,29,183,0
15,15,5475,14276,22,157,0
16,16,5840,14103,15,188,0
17,17,6205,13951,33,185,0
18,18,6570,13800,20,171,0
19,19,6935,13613,19,206,0
20,20,7300,13470,25,168,0
