ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16232,10,146,0
1,1,365,16098,15,149,0
2,2,730,15972,13,139,0
3,3,1095,15860,16,128,0
4,4,1460,15720,12,152,0
5,5,1825,15587,13,146,0
6,6,2190,15463,11,135,0
7,7,2555,15331,6,138,0
8,8,2920,15197,14,148,0
9,9,3285,15065,18,150,0
10,10,3650,14902,10,173,0
11,11,4015,14769,18,151,0
12,12,4380,14628,15,156,0
13,13,4745,14505,17,140,0
14,14,5110,14359,11,157,0
15,15,5475,14206,13,166,0
16,16,5840,14055,13,164,0
17,17,6205,13898,17,174,0
18,18,6570,13733,17,182,0
19,19,6935,13547,18,204,0
20,20,7300,13388,18,177,0
