ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16216,65,147,0
2,2,730,16171,74,119,0
3,3,1095,16104,69,136,0
4,4,1460,16049,90,145,0
5,5,1825,15997,77,129,0
6,6,2190,15948,87,136,0
7,7,2555,15884,80,144,0
8,8,2920,15814,86,156,0
9,9,3285,15742,85,157,0
10,10,3650,15705,118,155,0
11,11,4015,15665,116,156,0
12,12,4380,15576,91,180,0
13,13,4745,15539,123,160,0
14,14,5110,15517,124,146,0
15,15,5475,15493,126,150,0
16,16,5840,15458,116,151,0
17,17,6205,15373,116,201,0
18,18,6570,15304,131,200,0
19,19,6935,15241,136,199,0
20,20,7300,15203,146,184,0
