ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16275,58,151,0
1,1,365,16217,72,130,0
2,2,730,16128,63,152,0
3,3,1095,16086,93,135,0
4,4,1460,16040,89,135,0
5,5,1825,16001,95,134,0
6,6,2190,15972,108,137,0
7,7,2555,15928,93,137,0
8,8,2920,15881,116,163,0
9,9,3285,15865,122,138,0
10,10,3650,15815,116,166,0
11,11,4015,15812,141,144,0
12,12,4380,15752,119,179,0
13,13,4745,15738,151,165,0
14,14,5110,15677,125,186,0
15,15,5475,15651,137,163,0
16,16,5840,15610,135,176,0
17,17,6205,15568,149,191,0
18,18,6570,15517,163,214,0
19,19,6935,15474,130,173,0
20,20,7300,15442,156,188,0
