ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16265,52,154,0
1,1,365,16184,66,147,0
2,2,730,16122,90,152,0
3,3,1095,16053,74,143,0
4,4,1460,16003,90,140,0
5,5,1825,15929,93,167,0
6,6,2190,15862,84,151,0
7,7,2555,15786,78,154,0
8,8,2920,15738,94,142,0
9,9,3285,15675,106,169,0
10,10,3650,15614,112,173,0
11,11,4015,15566,121,169,0
12,12,4380,15541,130,155,0
13,13,4745,15516,129,154,0
14,14,5110,15503,145,158,0
15,15,5475,15463,141,181,0
16,16,5840,15415,144,192,0
17,17,6205,15362,135,188,0
18,18,6570,15307,134,189,0
19,19,6935,15246,130,191,0
20,20,7300,15171,121,196,0
