ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16312,77,132,0
1,1,365,16244,88,156,0
2,2,730,16211,122,155,0
3,3,1095,16173,109,147,0
4,4,1460,16139,107,141,0
5,5,1825,16129,131,141,0
6,6,2190,16103,137,163,0
7,7,2555,16111,139,131,0
8,8,2920,16074,119,156,0
9,9,3285,16055,144,163,0
10,10,3650,16037,139,157,0
11,11,4015,15999,135,173,0
12,12,4380,15953,154,200,0
13,13,4745,15955,151,149,0
14,14,5110,15934,136,157,0
15,15,5475,15915,148,167,0
16,16,5840,15903,162,174,0
17,17,6205,15879,173,197,0
18,18,6570,15866,183,196,0
19,19,6935,15820,169,215,0
20,20,7300,15801,182,201,0
