ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16255,14,127,0
1,1,365,16112,6,149,0
2,2,730,15989,10,133,0
3,3,1095,15874,13,128,0
4,4,1460,15754,8,128,0
5,5,1825,15630,9,133,0
6,6,2190,15490,6,146,0
7,7,2555,15334,9,165,0
8,8,2920,15185,11,160,0
9,9,3285,15057,15,143,0
10,10,3650,14884,16,189,0
11,11,4015,14732,9,161,0
12,12,4380,14607,11,136,0
13,13,4745,14431,14,190,0
14,14,5110,14277,12,166,0
15,15,5475,14129,12,160,0
16,16,5840,13976,23,176,0
17,17,6205,13804,20,192,0
18,18,6570,13659,18,163,0
19,19,6935,13495,16,180,0
20,20,7300,13315,14,194,0
