ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16278,54,143,0
1,1,365,16213,70,135,0
2,2,730,16120,69,162,0
3,3,1095,16010,50,160,0
4,4,1460,15919,54,145,0
5,5,1825,15855,79,143,0
6,6,2190,15791,66,130,0
7,7,2555,15704,57,144,0
8,8,2920,15636,89,157,0
9,9,3285,15561,82,157,0
10,10,3650,15473,77,165,0
11,11,4015,15409,93,157,0
12,12,4380,15316,79,172,0
13,13,4745,15203,77,190,0
14,14,5110,15111,92,184,0
15,15,5475,15024,86,173,0
16,16,5840,14937,83,170,0
17,17,6205,14870,108,175,0
18,18,6570,14813,112,169,0
19,19,6935,14752,122,183,0
20,20,7300,14654,104,202,0
