ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16215,66,149,0
2,2,730,16145,76,146,0
3,3,1095,16091,79,133,0
4,4,1460,16039,82,134,0
5,5,1825,15981,96,154,0
6,6,2190,15959,90,112,0
7,7,2555,15882,86,163,0
8,8,2920,15846,108,144,0
9,9,3285,15776,96,166,0
10,10,3650,15718,107,165,0
11,11,4015,15673,108,153,0
12,12,4380,15632,125,166,0
13,13,4745,15607,131,156,0
14,14,5110,15595,132,144,0
15,15,5475,15550,122,167,0
16,16,5840,15530,163,183,0
17,17,6205,15479,122,173,0
18,18,6570,15458,154,175,0
19,19,6935,15410,137,185,0
20,20,7300,15359,135,186,0
