ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,63,131,0
1,1,365,16214,61,146,0
2,2,730,16145,72,141,0
3,3,1095,16079,69,135,0
4,4,1460,16023,90,146,0
5,5,1825,15962,85,146,0
6,6,2190,15924,89,127,0
7,7,2555,15849,95,170,0
8,8,2920,15787,90,152,0
9,9,3285,15756,106,137,0
10,10,3650,15688,106,174,0
11,11,4015,15654,101,135,0
12,12,4380,15604,120,170,0
13,13,4745,15542,108,170,0
14,14,5110,15488,114,168,0
15,15,5475,15473,137,152,0
16,16,5840,15434,135,174,0
17,17,6205,15396,131,169,0
18,18,6570,15371,139,164,0
19,19,6935,15330,140,181,0
20,20,7300,15259,126,197,0
