ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16266,51,152,0
1,1,365,16207,66,125,0
2,2,730,16144,70,133,0
3,3,1095,16084,78,138,0
4,4,1460,16001,78,161,0
5,5,1825,15953,93,141,0
6,6,2190,15887,86,152,0
7,7,2555,15828,92,151,0
8,8,2920,15801,106,133,0
9,9,3285,15745,102,158,0
10,10,3650,15712,108,141,0
11,11,4015,15676,112,148,0
12,12,4380,15636,111,151,0
13,13,4745,15575,114,175,0
14,14,5110,15515,112,172,0
15,15,5475,15449,129,195,0
16,16,5840,15408,122,163,0
17,17,6205,15338,120,190,0
18,18,6570,15255,130,213,0
19,19,6935,15189,134,200,0
20,20,7300,15112,125,202,0
