ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16264,50,153,0
1,1,365,16208,69,125,0
2,2,730,16138,64,134,0
3,3,1095,16099,84,123,0
4,4,1460,16017,74,156,0
5,5,1825,15945,88,160,0
6,6,2190,15899,92,138,0
7,7,2555,15860,102,141,0
8,8,2920,15793,85,152,0
9,9,3285,15756,110,147,0
10,10,3650,15712,100,144,0
11,11,4015,15662,102,152,0
12,12,4380,15594,106,174,0
13,13,4745,15526,112,180,0
14,14,5110,15472,116,170,0
15,15,5475,15413,127,186,0
16,16,5840,15362,114,165,0
17,17,6205,15309,131,184,0
18,18,6570,15249,123,183,0
19,19,6935,15158,121,212,0
20,20,7300,15102,135,191,0
