ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16287,65,146,0
1,1,365,16214,63,136,0
2,2,730,16154,82,142,0
3,3,1095,16074,81,161,0
4,4,1460,16026,73,121,0
5,5,1825,15923,63,166,0
6,6,2190,15880,90,133,0
7,7,2555,15835,86,131,0
8,8,2920,15785,94,144,0
9,9,3285,15749,107,143,0
10,10,3650,15700,102,151,0
11,11,4015,15683,127,144,0
12,12,4380,15626,102,159,0
13,13,4745,15578,119,167,0
14,14,5110,15508,116,186,0
15,15,5475,15471,137,174,0
16,16,5840,15430,125,166,0
17,17,6205,15425,151,156,0
18,18,6570,15367,126,184,0
19,19,6935,15320,135,182,0
20,20,7300,15243,118,195,0
