ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16250,34,151,0
1,1,365,16162,59,147,0
2,2,730,16055,45,152,0
3,3,1095,15968,55,142,0
4,4,1460,15862,45,151,0
5,5,1825,15777,50,135,0
6,6,2190,15670,57,164,0
7,7,2555,15566,59,163,0
8,8,2920,15477,69,158,0
9,9,3285,15414,61,124,0
10,10,3650,15339,67,142,0
11,11,4015,15221,58,176,0
12,12,4380,15132,61,150,0
13,13,4745,15043,65,154,0
14,14,5110,14950,69,162,0
15,15,5475,14814,47,183,0
16,16,5840,14726,78,166,0
17,17,6205,14591,69,204,0
18,18,6570,14485,72,178,0
19,19,6935,14360,74,199,0
20,20,7300,14269,74,165,0
