ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16217,61,143,0
2,2,730,16150,82,149,0
3,3,1095,16068,58,140,0
4,4,1460,16010,81,139,0
5,5,1825,15947,85,148,0
6,6,2190,15882,86,151,0
7,7,2555,15826,93,149,0
8,8,2920,15746,83,163,0
9,9,3285,15706,104,144,0
10,10,3650,15660,101,147,0
11,11,4015,15604,100,156,0
12,12,4380,15582,110,132,0
13,13,4745,15534,117,165,0
14,14,5110,15474,109,169,0
15,15,5475,15447,132,159,0
16,16,5840,15402,123,168,0
17,17,6205,15384,134,152,0
18,18,6570,15355,136,165,0
19,19,6935,15295,130,190,0
20,20,7300,15254,146,187,0
