ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16302,57,123,0
1,1,365,16217,48,133,0
2,2,730,16122,51,146,0
3,3,1095,16031,61,152,0
4,4,1460,15952,66,145,0
5,5,1825,15854,53,151,0
6,6,2190,15752,46,148,0
7,7,2555,15674,72,150,0
8,8,2920,15590,65,149,0
9,9,3285,15512,50,128,0
10,10,3650,15409,64,167,0
11,11,4015,15331,59,137,0
12,12,4380,15254,74,151,0
13,13,4745,15188,77,143,0
14,14,5110,15090,83,181,0
15,15,5475,14987,79,182,0
16,16,5840,14890,79,176,0
17,17,6205,14784,76,182,0
18,18,6570,14686,81,179,0
19,19,6935,14594,103,195,0
20,20,7300,14500,80,174,0
