ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16214,72,132,0
2,2,730,16153,84,145,0
3,3,1095,16096,82,139,0
4,4,1460,16053,99,142,0
5,5,1825,15989,78,142,0
6,6,2190,15922,92,159,0
7,7,2555,15860,74,136,0
8,8,2920,15833,100,127,0
9,9,3285,15768,93,158,0
10,10,3650,15725,99,142,0
11,11,4015,15683,101,143,0
12,12,4380,15604,97,176,0
13,13,4745,15564,112,152,0
14,14,5110,15499,110,175,0
15,15,5475,15432,110,177,0
16,16,5840,15393,122,161,0
17,17,6205,15364,142,171,0
18,18,6570,15335,147,176,0
19,19,6935,15276,128,187,0
20,20,7300,15226,144,194,0
