ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16280,55,143,0
1,1,365,16196,63,147,0
2,2,730,16132,82,146,0
3,3,1095,16070,79,141,0
4,4,1460,16024,86,132,0
5,5,1825,15941,73,156,0
6,6,2190,15864,80,157,0
7,7,2555,15780,78,162,0
8,8,2920,15732,78,126,0
9,9,3285,15649,83,166,0
10,10,3650,15575,88,162,0
11,11,4015,15500,88,163,0
12,12,4380,15444,100,156,0
13,13,4745,15376,87,155,0
14,14,5110,15308,113,181,0
15,15,5475,15261,107,154,0
16,16,5840,15172,99,188,0
17,17,6205,15098,98,172,0
18,18,6570,15040,120,178,0
19,19,6935,14948,109,201,0
20,20,7300,14881,121,188,0
