ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16251,41,157,0
1,1,365,16149,31,133,0
2,2,730,16044,25,130,0
3,3,1095,15919,21,146,0
4,4,1460,15819,27,127,0
5,5,1825,15717,33,135,0
6,6,2190,15589,27,155,0
7,7,2555,15475,18,132,0
8,8,2920,15344,28,159,0
9,9,3285,15242,24,126,0
10,10,3650,15121,35,156,0
11,11,4015,14953,29,197,0
12,12,4380,14804,29,178,0
13,13,4745,14678,28,154,0
14,14,5110,14506,24,196,0
15,15,5475,14378,32,160,0
16,16,5840,14227,27,178,0
17,17,6205,14085,36,178,0
18,18,6570,13950,32,167,0
19,19,6935,13791,28,187,0
20,20,7300,13637,36,190,0
