ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,66,161,0
1,1,365,16200,88,160,0
2,2,730,16125,75,150,0
3,3,1095,16057,77,145,0
4,4,1460,15969,83,171,0
5,5,1825,15900,80,149,0
6,6,2190,15831,84,153,0
7,7,2555,15761,83,153,0
8,8,2920,15710,100,151,0
9,9,3285,15654,100,156,0
10,10,3650,15599,102,157,0
11,11,4015,15521,109,187,0
12,12,4380,15455,99,165,0
13,13,4745,15394,106,167,0
14,14,5110,15336,121,179,0
15,15,5475,15298,128,166,0
16,16,5840,15260,131,169,0
17,17,6205,15203,126,183,0
18,18,6570,15156,148,195,0
19,19,6935,15097,124,183,0
20,20,7300,15003,95,189,0
