ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,62,154,0
1,1,365,16217,77,137,0
2,2,730,16125,66,158,0
3,3,1095,16059,78,144,0
4,4,1460,16000,85,144,0
5,5,1825,15949,97,148,0
6,6,2190,15886,98,161,0
7,7,2555,15835,98,149,0
8,8,2920,15789,95,141,0
9,9,3285,15733,87,143,0
10,10,3650,15688,102,147,0
11,11,4015,15650,93,131,0
12,12,4380,15600,112,162,0
13,13,4745,15529,110,181,0
14,14,5110,15469,116,176,0
15,15,5475,15417,120,172,0
16,16,5840,15322,110,205,0
17,17,6205,15272,125,175,0
18,18,6570,15233,138,177,0
19,19,6935,15175,134,192,0
20,20,7300,15088,136,223,0
