ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16309,72,131,0
1,1,365,16254,86,141,0
2,2,730,16171,68,151,0
3,3,1095,16101,80,150,0
4,4,1460,16038,82,145,0
5,5,1825,15991,101,148,0
6,6,2190,15924,87,154,0
7,7,2555,15866,97,155,0
8,8,2920,15829,104,141,0
9,9,3285,15747,105,187,0
10,10,3650,15690,101,158,0
11,11,4015,15614,103,179,0
12,12,4380,15568,104,150,0
13,13,4745,15524,118,162,0
14,14,5110,15482,113,155,0
15,15,5475,15418,117,181,0
16,16,5840,15369,116,165,0
17,17,6205,15364,151,156,0
18,18,6570,15296,126,194,0
19,19,6935,15266,143,173,0
20,20,7300,15210,133,189,0
