ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16264,50,153,0
1,1,365,16158,53,159,0
2,2,730,16076,65,147,0
3,3,1095,16015,74,135,0
4,4,1460,15973,99,141,0
5,5,1825,15925,87,135,0
6,6,2190,15852,87,160,0
7,7,2555,15782,94,164,0
8,8,2920,15741,93,134,0
9,9,3285,15649,95,187,0
10,10,3650,15604,97,142,0
11,11,4015,15562,108,150,0
12,12,4380,15513,109,158,0
13,13,4745,15494,134,153,0
14,14,5110,15458,119,155,0
15,15,5475,15415,114,157,0
16,16,5840,15380,141,176,0
17,17,6205,15332,125,173,0
18,18,6570,15281,131,182,0
19,19,6935,15220,138,199,0
20,20,7300,15179,131,172,0
