ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16278,64,153,0
1,1,365,16184,64,158,0
2,2,730,16091,62,155,0
3,3,1095,16034,75,132,0
4,4,1460,15946,75,163,0
5,5,1825,15882,93,157,0
6,6,2190,15824,85,143,0
7,7,2555,15756,82,150,0
8,8,2920,15694,102,164,0
9,9,3285,15640,97,151,0
10,10,3650,15550,79,169,0
11,11,4015,15480,93,163,0
12,12,4380,15411,97,166,0
13,13,4745,15396,129,144,0
14,14,5110,15329,108,175,0
15,15,5475,15253,116,192,0
16,16,5840,15194,119,178,0
17,17,6205,15135,113,172,0
18,18,6570,15056,111,190,0
19,19,6935,15006,132,182,0
20,20,7300,14950,112,168,0
