ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,53,121,0
1,1,365,16238,83,144,0
2,2,730,16179,84,143,0
3,3,1095,16117,100,162,0
4,4,1460,16030,83,170,0
5,5,1825,15999,100,131,0
6,6,2190,15970,108,137,0
7,7,2555,15937,127,160,0
8,8,2920,15922,137,152,0
9,9,3285,15894,128,156,0
10,10,3650,15891,140,143,0
11,11,4015,15875,143,159,0
12,12,4380,15853,131,153,0
13,13,4745,15837,142,158,0
14,14,5110,15839,177,175,0
15,15,5475,15813,144,170,0
16,16,5840,15787,149,175,0
17,17,6205,15762,163,188,0
18,18,6570,15719,143,186,0
19,19,6935,15725,177,171,0
20,20,7300,15709,164,180,0
