ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16234,9,143,0
1,1,365,16093,13,154,0
2,2,730,15947,12,158,0
3,3,1095,15821,15,141,0
4,4,1460,15708,9,122,0
5,5,1825,15574,9,143,0
6,6,2190,15446,15,143,0
7,7,2555,15306,8,148,0
8,8,2920,15174,9,141,0
9,9,3285,15059,10,125,0
10,10,3650,14914,14,159,0
11,11,4015,14755,9,168,0
12,12,4380,14601,13,167,0
13,13,4745,14468,12,145,0
14,14,5110,14297,20,191,0
15,15,5475,14141,13,169,0
16,16,5840,13978,18,181,0
17,17,6205,13828,18,168,0
18,18,6570,13657,16,187,0
19,19,6935,13517,23,163,0
20,20,7300,13340,18,195,0
