ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16231,16,154,0
1,1,365,16118,12,125,0
2,2,730,16002,20,136,0
3,3,1095,15884,13,131,0
4,4,1460,15753,18,149,0
5,5,1825,15620,11,144,0
6,6,2190,15506,14,128,0
7,7,2555,15384,16,138,0
8,8,2920,15255,18,147,0
9,9,3285,15115,14,154,0
10,10,3650,14968,16,163,0
11,11,4015,14837,18,149,0
12,12,4380,14694,17,160,0
13,13,4745,14551,14,157,0
14,14,5110,14418,17,150,0
15,15,5475,14270,17,165,0
16,16,5840,14103,7,174,0
17,17,6205,13940,15,178,0
18,18,6570,13785,23,178,0
19,19,6935,13623,17,179,0
20,20,7300,13468,13,168,0
