ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,49,138,0
1,1,365,16188,50,141,0
2,2,730,16113,72,147,0
3,3,1095,16039,74,148,0
4,4,1460,15960,72,151,0
5,5,1825,15895,75,140,0
6,6,2190,15834,84,145,0
7,7,2555,15789,94,139,0
8,8,2920,15745,101,145,0
9,9,3285,15712,101,134,0
10,10,3650,15629,92,175,0
11,11,4015,15568,109,170,0
12,12,4380,15512,107,163,0
13,13,4745,15435,90,167,0
14,14,5110,15376,118,177,0
15,15,5475,15334,121,163,0
16,16,5840,15261,122,195,0
17,17,6205,15216,124,169,0
18,18,6570,15190,133,159,0
19,19,6935,15131,119,178,0
20,20,7300,15069,119,181,0
