ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16260,49,156,0
1,1,365,16217,73,116,0
2,2,730,16129,56,144,0
3,3,1095,16030,63,162,0
4,4,1460,15979,89,140,0
5,5,1825,15907,79,151,0
6,6,2190,15829,81,159,0
7,7,2555,15764,96,161,0
8,8,2920,15714,95,145,0
9,9,3285,15663,92,143,0
10,10,3650,15632,116,147,0
11,11,4015,15577,117,172,0
12,12,4380,15532,130,175,0
13,13,4745,15495,133,170,0
14,14,5110,15447,107,155,0
15,15,5475,15355,104,196,0
16,16,5840,15315,133,173,0
17,17,6205,15261,126,180,0
18,18,6570,15222,127,166,0
19,19,6935,15187,127,162,0
20,20,7300,15131,119,175,0
