ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16287,57,138,0
1,1,365,16184,44,147,0
2,2,730,16113,66,137,0
3,3,1095,16026,74,161,0
4,4,1460,15940,74,160,0
5,5,1825,15876,88,152,0
6,6,2190,15811,91,156,0
7,7,2555,15743,85,153,0
8,8,2920,15699,111,155,0
9,9,3285,15647,102,154,0
10,10,3650,15602,115,160,0
11,11,4015,15574,114,142,0
12,12,4380,15514,111,171,0
13,13,4745,15462,113,165,0
14,14,5110,15444,122,140,0
15,15,5475,15414,145,175,0
16,16,5840,15365,141,190,0
17,17,6205,15313,131,183,0
18,18,6570,15293,151,171,0
19,19,6935,15266,149,176,0
20,20,7300,15233,141,174,0
