ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,49,138,0
1,1,365,16180,54,153,0
2,2,730,16097,70,153,0
3,3,1095,16020,73,150,0
4,4,1460,15943,71,148,0
5,5,1825,15880,90,153,0
6,6,2190,15810,69,139,0
7,7,2555,15765,92,137,0
8,8,2920,15728,98,135,0
9,9,3285,15658,84,154,0
10,10,3650,15608,101,151,0
11,11,4015,15532,100,176,0
12,12,4380,15490,96,138,0
13,13,4745,15415,94,169,0
14,14,5110,15377,121,159,0
15,15,5475,15297,112,192,0
16,16,5840,15251,122,168,0
17,17,6205,15215,121,157,0
18,18,6570,15187,136,164,0
19,19,6935,15119,139,207,0
20,20,7300,15053,143,209,0
