ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16266,51,152,0
1,1,365,16207,77,136,0
2,2,730,16128,80,159,0
3,3,1095,16050,62,140,0
4,4,1460,16003,101,148,0
5,5,1825,15977,100,126,0
6,6,2190,15933,87,131,0
7,7,2555,15869,85,149,0
8,8,2920,15804,82,147,0
9,9,3285,15747,93,150,0
10,10,3650,15694,98,151,0
11,11,4015,15638,109,165,0
12,12,4380,15588,125,175,0
13,13,4745,15539,103,152,0
14,14,5110,15494,127,172,0
15,15,5475,15434,114,174,0
16,16,5840,15375,138,197,0
17,17,6205,15363,139,151,0
18,18,6570,15301,115,177,0
19,19,6935,15238,121,184,0
20,20,7300,15150,114,202,0
