ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16296,71,143,0
1,1,365,16211,59,144,0
2,2,730,16148,51,114,0
3,3,1095,16076,73,145,0
4,4,1460,16011,69,134,0
5,5,1825,15959,79,131,0
6,6,2190,15892,101,168,0
7,7,2555,15823,88,157,0
8,8,2920,15786,91,128,0
9,9,3285,15740,94,140,0
10,10,3650,15671,95,164,0
11,11,4015,15622,102,151,0
12,12,4380,15558,108,172,0
13,13,4745,15523,117,152,0
14,14,5110,15468,116,171,0
15,15,5475,15428,119,159,0
16,16,5840,15371,129,186,0
17,17,6205,15293,107,185,0
18,18,6570,15253,156,196,0
19,19,6935,15213,131,171,0
20,20,7300,15141,140,212,0
