ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,62,149,0
1,1,365,16177,45,149,0
2,2,730,16084,60,153,0
3,3,1095,16003,56,137,0
4,4,1460,15923,53,133,0
5,5,1825,15806,35,152,0
6,6,2190,15706,40,140,0
7,7,2555,15585,40,161,0
8,8,2920,15488,42,139,0
9,9,3285,15369,43,162,0
10,10,3650,15244,31,156,0
11,11,4015,15136,38,146,0
12,12,4380,15016,32,152,0
13,13,4745,14884,47,179,0
14,14,5110,14737,40,187,0
15,15,5475,14615,43,165,0
16,16,5840,14499,56,172,0
17,17,6205,14367,48,180,0
18,18,6570,14239,51,179,0
19,19,6935,14097,47,189,0
20,20,7300,13949,44,192,0
