ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16275,50,142,0
1,1,365,16187,55,143,0
2,2,730,16071,42,158,0
3,3,1095,15998,60,133,0
4,4,1460,15912,50,136,0
5,5,1825,15814,38,136,0
6,6,2190,15713,54,155,0
7,7,2555,15615,49,147,0
8,8,2920,15528,42,129,0
9,9,3285,15430,51,149,0
10,10,3650,15306,46,170,0
11,11,4015,15196,54,164,0
12,12,4380,15087,52,161,0
13,13,4745,14943,43,187,0
14,14,5110,14825,52,170,0
15,15,5475,14690,44,179,0
16,16,5840,14561,45,174,0
17,17,6205,14423,45,183,0
18,18,6570,14282,52,193,0
19,19,6935,14145,49,186,0
20,20,7300,14032,53,166,0
