ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16264,50,153,0
1,1,365,16176,55,143,0
2,2,730,16108,76,144,0
3,3,1095,16042,82,148,0
4,4,1460,15953,71,160,0
5,5,1825,15896,88,145,0
6,6,2190,15835,92,153,0
7,7,2555,15789,85,131,0
8,8,2920,15728,88,149,0
9,9,3285,15678,89,139,0
10,10,3650,15670,122,130,0
11,11,4015,15622,112,160,0
12,12,4380,15560,97,159,0
13,13,4745,15531,125,154,0
14,14,5110,15495,128,164,0
15,15,5475,15456,137,176,0
16,16,5840,15379,111,188,0
17,17,6205,15295,107,191,0
18,18,6570,15232,129,192,0
19,19,6935,15171,136,197,0
20,20,7300,15104,118,185,0
