ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16250,40,157,0
1,1,365,16148,42,144,0
2,2,730,16030,31,149,0
3,3,1095,15920,33,143,0
4,4,1460,15802,32,150,0
5,5,1825,15684,36,154,0
6,6,2190,15560,30,154,0
7,7,2555,15455,41,146,0
8,8,2920,15355,38,138,0
9,9,3285,15234,36,157,0
10,10,3650,15112,37,159,0
11,11,4015,14993,48,167,0
12,12,4380,14874,42,161,0
13,13,4745,14759,39,154,0
14,14,5110,14632,34,161,0
15,15,5475,14485,36,183,0
16,16,5840,14356,39,168,0
17,17,6205,14230,46,172,0
18,18,6570,14099,45,176,0
19,19,6935,13959,50,190,0
20,20,7300,13824,45,180,0
