ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,62,150,0
1,1,365,16216,80,145,0
2,2,730,16130,70,156,0
3,3,1095,16056,79,153,0
4,4,1460,15995,64,125,0
5,5,1825,15939,84,140,0
6,6,2190,15880,92,151,0
7,7,2555,15819,92,153,0
8,8,2920,15768,91,142,0
9,9,3285,15704,99,163,0
10,10,3650,15623,94,175,0
11,11,4015,15569,102,156,0
12,12,4380,15532,116,153,0
13,13,4745,15460,105,177,0
14,14,5110,15419,100,141,0
15,15,5475,15357,110,172,0
16,16,5840,15324,149,182,0
17,17,6205,15256,125,193,0
18,18,6570,15189,123,190,0
19,19,6935,15137,146,198,0
20,20,7300,15051,119,205,0
