ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16264,48,151,0
1,1,365,16192,58,130,0
2,2,730,16088,49,153,0
3,3,1095,16020,62,130,0
4,4,1460,15930,52,142,0
5,5,1825,15855,63,138,0
6,6,2190,15766,60,149,0
7,7,2555,15646,43,163,0
8,8,2920,15556,70,160,0
9,9,3285,15468,53,141,0
10,10,3650,15377,72,163,0
11,11,4015,15318,82,141,0
12,12,4380,15259,75,134,0
13,13,4745,15161,76,174,0
14,14,5110,15061,73,173,0
15,15,5475,14969,74,166,0
16,16,5840,14874,77,172,0
17,17,6205,14740,61,195,0
18,18,6570,14650,74,164,0
19,19,6935,14528,67,189,0
20,20,7300,14405,76,199,0
