ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,49,138,0
1,1,365,16203,70,146,0
2,2,730,16151,82,134,0
3,3,1095,16040,61,172,0
4,4,1460,15967,93,166,0
5,5,1825,15891,71,147,0
6,6,2190,15838,94,147,0
7,7,2555,15819,100,119,0
8,8,2920,15751,86,154,0
9,9,3285,15702,98,147,0
10,10,3650,15644,94,152,0
11,11,4015,15574,100,170,0
12,12,4380,15529,104,149,0
13,13,4745,15457,90,162,0
14,14,5110,15438,127,146,0
15,15,5475,15373,114,179,0
16,16,5840,15355,125,143,0
17,17,6205,15325,141,171,0
18,18,6570,15249,112,188,0
19,19,6935,15202,143,190,0
20,20,7300,15123,138,217,0
