ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16248,7,127,0
1,1,365,16105,9,152,0
2,2,730,15974,13,144,0
3,3,1095,15847,6,133,0
4,4,1460,15710,8,145,0
5,5,1825,15572,12,150,0
6,6,2190,15449,15,138,0
7,7,2555,15296,12,165,0
8,8,2920,15147,13,162,0
9,9,3285,14985,17,179,0
10,10,3650,14856,12,141,0
11,11,4015,14687,10,179,0
12,12,4380,14541,11,157,0
13,13,4745,14394,14,161,0
14,14,5110,14236,9,167,0
15,15,5475,14087,16,165,0
16,16,5840,13924,13,176,0
17,17,6205,13745,19,198,0
18,18,6570,13583,17,179,0
19,19,6935,13401,7,189,0
20,20,7300,13222,8,187,0
