ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16296,71,143,0
1,1,365,16194,58,160,0
2,2,730,16113,67,148,0
3,3,1095,16031,60,142,0
4,4,1460,15971,74,134,0
5,5,1825,15902,85,154,0
6,6,2190,15841,91,152,0
7,7,2555,15755,75,161,0
8,8,2920,15715,102,142,0
9,9,3285,15677,101,139,0
10,10,3650,15618,109,168,0
11,11,4015,15583,112,147,0
12,12,4380,15550,108,141,0
13,13,4745,15482,105,173,0
14,14,5110,15393,96,185,0
15,15,5475,15347,137,183,0
16,16,5840,15309,123,161,0
17,17,6205,15234,125,200,0
18,18,6570,15218,144,160,0
19,19,6935,15179,121,160,0
20,20,7300,15137,138,180,0
