ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16304,74,139,0
1,1,365,16232,58,130,0
2,2,730,16178,94,148,0
3,3,1095,16122,75,131,0
4,4,1460,16070,98,150,0
5,5,1825,16026,105,149,0
6,6,2190,15977,81,130,0
7,7,2555,15942,100,135,0
8,8,2920,15911,122,153,0
9,9,3285,15904,132,139,0
10,10,3650,15893,133,144,0
11,11,4015,15893,147,147,0
12,12,4380,15833,111,171,0
13,13,4745,15827,131,137,0
14,14,5110,15819,148,156,0
15,15,5475,15805,161,175,0
16,16,5840,15807,158,156,0
17,17,6205,15751,141,197,0
18,18,6570,15739,163,175,0
19,19,6935,15696,158,201,0
20,20,7300,15662,153,187,0
