ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16235,16,149,0
1,1,365,16112,12,135,0
2,2,730,16003,14,123,0
3,3,1095,15864,17,156,0
4,4,1460,15710,15,169,0
5,5,1825,15567,13,156,0
6,6,2190,15428,12,151,0
7,7,2555,15276,10,162,0
8,8,2920,15155,16,137,0
9,9,3285,15018,13,150,0
10,10,3650,14893,18,143,0
11,11,4015,14749,16,160,0
12,12,4380,14621,12,140,0
13,13,4745,14468,11,164,0
14,14,5110,14316,17,169,0
15,15,5475,14174,20,162,0
16,16,5840,14022,21,173,0
17,17,6205,13875,25,172,0
18,18,6570,13715,20,180,0
19,19,6935,13545,17,187,0
20,20,7300,13358,14,201,0
