ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16252,39,156,0
1,1,365,16161,40,131,0
2,2,730,16071,32,122,0
3,3,1095,15966,27,132,0
4,4,1460,15841,17,142,0
5,5,1825,15737,28,132,0
6,6,2190,15609,25,153,0
7,7,2555,15487,21,143,0
8,8,2920,15358,34,163,0
9,9,3285,15237,25,146,0
10,10,3650,15122,31,146,0
11,11,4015,14985,31,168,0
12,12,4380,14873,40,152,0
13,13,4745,14726,29,176,0
14,14,5110,14583,34,177,0
15,15,5475,14437,32,178,0
16,16,5840,14311,33,159,0
17,17,6205,14159,25,177,0
18,18,6570,13987,30,202,0
19,19,6935,13842,33,178,0
20,20,7300,13683,32,191,0
