ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,58,144,0
1,1,365,16198,68,151,0
2,2,730,16134,67,131,0
3,3,1095,16071,79,142,0
4,4,1460,15996,81,156,0
5,5,1825,15946,91,141,0
6,6,2190,15882,84,148,0
7,7,2555,15830,104,156,0
8,8,2920,15780,115,165,0
9,9,3285,15733,108,155,0
10,10,3650,15688,96,141,0
11,11,4015,15606,90,172,0
12,12,4380,15546,105,165,0
13,13,4745,15487,116,175,0
14,14,5110,15468,127,146,0
15,15,5475,15423,130,175,0
16,16,5840,15370,127,180,0
17,17,6205,15323,126,173,0
18,18,6570,15239,116,200,0
19,19,6935,15199,125,165,0
20,20,7300,15136,143,206,0
