ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16232,20,155,0
1,1,365,16093,18,157,0
2,2,730,15958,18,153,0
3,3,1095,15831,14,141,0
4,4,1460,15687,12,156,0
5,5,1825,15559,10,138,0
6,6,2190,15434,13,138,0
7,7,2555,15283,13,164,0
8,8,2920,15145,13,151,0
9,9,3285,15029,13,129,0
10,10,3650,14889,19,159,0
11,11,4015,14733,15,171,0
12,12,4380,14576,15,172,0
13,13,4745,14429,17,164,0
14,14,5110,14296,19,152,0
15,15,5475,14130,14,180,0
16,16,5840,13994,13,149,0
17,17,6205,13835,12,171,0
18,18,6570,13660,17,192,0
19,19,6935,13487,22,195,0
20,20,7300,13324,10,173,0
