ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16294,61,136,0
1,1,365,16210,72,156,0
2,2,730,16148,68,130,0
3,3,1095,16066,75,157,0
4,4,1460,15982,63,147,0
5,5,1825,15897,64,149,0
6,6,2190,15808,78,167,0
7,7,2555,15709,54,153,0
8,8,2920,15641,73,141,0
9,9,3285,15547,79,173,0
10,10,3650,15490,76,133,0
11,11,4015,15412,74,152,0
12,12,4380,15312,69,169,0
13,13,4745,15247,80,145,0
14,14,5110,15145,79,181,0
15,15,5475,15052,78,171,0
16,16,5840,14951,76,177,0
17,17,6205,14846,86,191,0
18,18,6570,14766,85,165,0
19,19,6935,14655,84,195,0
20,20,7300,14563,102,194,0
