ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16314,67,120,0
1,1,365,16236,66,144,0
2,2,730,16154,67,149,0
3,3,1095,16071,77,160,0
4,4,1460,15977,70,164,0
5,5,1825,15903,88,162,0
6,6,2190,15832,79,150,0
7,7,2555,15777,91,146,0
8,8,2920,15695,83,165,0
9,9,3285,15632,94,157,0
10,10,3650,15576,95,151,0
11,11,4015,15519,106,163,0
12,12,4380,15444,90,165,0
13,13,4745,15395,103,152,0
14,14,5110,15343,119,171,0
15,15,5475,15302,116,157,0
16,16,5840,15230,91,163,0
17,17,6205,15137,102,195,0
18,18,6570,15079,125,183,0
19,19,6935,15015,119,183,0
20,20,7300,14941,126,200,0
