ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16280,67,156,0
1,1,365,16226,65,119,0
2,2,730,16174,69,121,0
3,3,1095,16135,78,117,0
4,4,1460,16065,79,149,0
5,5,1825,16008,78,135,0
6,6,2190,15945,95,158,0
7,7,2555,15894,100,151,0
8,8,2920,15848,87,133,0
9,9,3285,15812,116,152,0
10,10,3650,15785,119,146,0
11,11,4015,15724,97,158,0
12,12,4380,15678,124,170,0
13,13,4745,15656,153,175,0
14,14,5110,15618,111,149,0
15,15,5475,15595,147,170,0
16,16,5840,15564,132,163,0
17,17,6205,15549,140,155,0
18,18,6570,15496,146,199,0
19,19,6935,15423,129,202,0
20,20,7300,15366,144,201,0
