ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,53,148,0
1,1,365,16223,82,131,0
2,2,730,16155,75,143,0
3,3,1095,16066,85,174,0
4,4,1460,16030,107,143,0
5,5,1825,15986,81,125,0
6,6,2190,15927,81,140,0
7,7,2555,15864,86,149,0
8,8,2920,15774,89,179,0
9,9,3285,15685,93,182,0
10,10,3650,15655,105,135,0
11,11,4015,15625,105,135,0
12,12,4380,15563,114,176,0
13,13,4745,15494,100,169,0
14,14,5110,15423,131,202,0
15,15,5475,15346,116,193,0
16,16,5840,15311,127,162,0
17,17,6205,15266,139,184,0
18,18,6570,15197,121,190,0
19,19,6935,15154,134,177,0
20,20,7300,15098,140,196,0
