ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16219,13,163,0
1,1,365,16094,9,134,0
2,2,730,15974,12,132,0
3,3,1095,15845,9,138,0
4,4,1460,15718,15,142,0
5,5,1825,15584,9,143,0
6,6,2190,15459,8,133,0
7,7,2555,15339,13,133,0
8,8,2920,15171,9,177,0
9,9,3285,15040,13,144,0
10,10,3650,14908,18,150,0
11,11,4015,14782,17,143,0
12,12,4380,14629,14,167,0
13,13,4745,14495,20,154,0
14,14,5110,14354,15,156,0
15,15,5475,14200,13,167,0
16,16,5840,14041,14,173,0
17,17,6205,13857,11,195,0
18,18,6570,13690,9,176,0
19,19,6935,13528,28,190,0
20,20,7300,13352,8,184,0
