ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16243,20,144,0
1,1,365,16111,15,147,0
2,2,730,15970,18,159,0
3,3,1095,15820,12,162,0
4,4,1460,15685,14,149,0
5,5,1825,15570,14,129,0
6,6,2190,15427,12,155,0
7,7,2555,15314,12,125,0
8,8,2920,15192,12,134,0
9,9,3285,15059,17,150,0
10,10,3650,14899,22,182,0
11,11,4015,14763,17,153,0
12,12,4380,14626,18,155,0
13,13,4745,14487,12,151,0
14,14,5110,14318,16,185,0
15,15,5475,14177,16,157,0
16,16,5840,14003,21,195,0
17,17,6205,13834,16,185,0
18,18,6570,13680,18,172,0
19,19,6935,13520,20,180,0
20,20,7300,13358,14,176,0
