ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16282,46,133,0
1,1,365,16215,67,134,0
2,2,730,16136,62,141,0
3,3,1095,16048,59,147,0
4,4,1460,15943,56,161,0
5,5,1825,15888,75,130,0
6,6,2190,15817,71,142,0
7,7,2555,15749,84,152,0
8,8,2920,15703,96,142,0
9,9,3285,15648,84,139,0
10,10,3650,15577,87,158,0
11,11,4015,15514,87,150,0
12,12,4380,15454,96,156,0
13,13,4745,15378,90,166,0
14,14,5110,15290,81,169,0
15,15,5475,15220,107,177,0
16,16,5840,15134,98,184,0
17,17,6205,15054,96,176,0
18,18,6570,14951,91,194,0
19,19,6935,14876,96,171,0
20,20,7300,14791,113,198,0
