ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16262,54,160,0
1,1,365,16152,23,133,0
2,2,730,16023,20,149,0
3,3,1095,15891,23,155,0
4,4,1460,15795,35,131,0
5,5,1825,15679,30,146,0
6,6,2190,15587,34,126,0
7,7,2555,15469,37,155,0
8,8,2920,15381,46,134,0
9,9,3285,15281,41,141,0
10,10,3650,15176,41,146,0
11,11,4015,15066,38,148,0
12,12,4380,14927,38,177,0
13,13,4745,14789,36,174,0
14,14,5110,14680,49,158,0
15,15,5475,14559,48,169,0
16,16,5840,14421,32,170,0
17,17,6205,14288,40,173,0
18,18,6570,14151,43,180,0
19,19,6935,13988,40,203,0
20,20,7300,13850,39,177,0
