ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16287,62,144,0
1,1,365,16217,67,137,0
2,2,730,16180,99,136,0
3,3,1095,16139,98,139,0
4,4,1460,16092,107,154,0
5,5,1825,16066,116,142,0
6,6,2190,15992,88,162,0
7,7,2555,15931,96,157,0
8,8,2920,15898,105,138,0
9,9,3285,15875,124,147,0
10,10,3650,15846,119,148,0
11,11,4015,15811,111,146,0
12,12,4380,15791,130,150,0
13,13,4745,15764,143,170,0
14,14,5110,15756,137,145,0
15,15,5475,15757,163,162,0
16,16,5840,15693,115,179,0
17,17,6205,15645,129,177,0
18,18,6570,15628,167,184,0
19,19,6935,15618,174,184,0
20,20,7300,15609,168,177,0
