ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16288,49,129,0
1,1,365,16200,65,153,0
2,2,730,16152,78,126,0
3,3,1095,16075,64,141,0
4,4,1460,15999,66,142,0
5,5,1825,15942,81,138,0
6,6,2190,15866,79,155,0
7,7,2555,15810,98,154,0
8,8,2920,15751,94,153,0
9,9,3285,15713,112,150,0
10,10,3650,15659,106,160,0
11,11,4015,15600,99,158,0
12,12,4380,15544,112,168,0
13,13,4745,15499,119,164,0
14,14,5110,15419,104,184,0
15,15,5475,15382,134,171,0
16,16,5840,15320,128,190,0
17,17,6205,15277,142,185,0
18,18,6570,15224,127,180,0
19,19,6935,15140,126,210,0
20,20,7300,15112,150,178,0
