ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,62,154,0
1,1,365,16209,68,136,0
2,2,730,16132,62,139,0
3,3,1095,16049,77,160,0
4,4,1460,15996,81,134,0
5,5,1825,15909,71,158,0
6,6,2190,15819,74,164,0
7,7,2555,15765,91,145,0
8,8,2920,15718,89,136,0
9,9,3285,15694,105,129,0
10,10,3650,15638,92,148,0
11,11,4015,15549,92,181,0
12,12,4380,15503,115,161,0
13,13,4745,15444,112,171,0
14,14,5110,15390,118,172,0
15,15,5475,15337,109,162,0
16,16,5840,15292,107,152,0
17,17,6205,15243,120,169,0
18,18,6570,15179,111,175,0
19,19,6935,15079,122,222,0
20,20,7300,15009,147,217,0
