ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16293,61,136,0
1,1,365,16212,66,147,0
2,2,730,16159,88,141,0
3,3,1095,16092,97,164,0
4,4,1460,16042,106,156,0
5,5,1825,16013,123,152,0
6,6,2190,15965,113,161,0
7,7,2555,15946,123,142,0
8,8,2920,15916,113,143,0
9,9,3285,15923,143,136,0
10,10,3650,15877,123,169,0
11,11,4015,15828,138,187,0
12,12,4380,15827,148,149,0
13,13,4745,15809,157,175,0
14,14,5110,15831,158,136,0
15,15,5475,15820,142,153,0
16,16,5840,15857,196,159,0
17,17,6205,15854,164,167,0
18,18,6570,15839,170,185,0
19,19,6935,15839,176,176,0
20,20,7300,15814,180,205,0
